X1,Datetime,TweetId,Text,FoundWord,start_text,end_text,country_predicted,country_conf,admin1,lat,lon,country_code3,geonameid,place_name,feature_class,feature_code
1626,2021-02-19 23:47:56+00:00,1362911830214021124,Have damage from Feb 2021 winter storm? Report all property damage to the TX Department of Emergency Management so TX residents can get needed disaster relief @FEMA. https://t.co/NUpckeWL6R https://t.co/mWexuaUX1w,TX,115,117,USA,0.9637409448623657,Texas,32.4512,-100.3927,USA,9847837,Hampton Inn - Sweetwater. Tx,S,HTL
1627,2021-02-19 23:47:56+00:00,1362911827642912770,"@barefootboomer Yeah secession's always a popular idea in fragile national states worldwide, what's Texas planning to do, split off,  build more nuclear power plants and mine all their uranium, sell the warheads at Pantex to the highest bidder, end up having a war with Mexico,...",Texas,100,105,USA,0.9589691162109375,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1628,2021-02-19 23:47:56+00:00,1362911827642912770,"@barefootboomer Yeah secession's always a popular idea in fragile national states worldwide, what's Texas planning to do, split off,  build more nuclear power plants and mine all their uranium, sell the warheads at Pantex to the highest bidder, end up having a war with Mexico,...",Mexico,270,276,MEX,0.9531790018081665,NA,23,-102,MEX,3996063,Mexico,A,PCLI
1629,2021-02-19 23:47:54+00:00,1362911822458814467,Texas water shortages persist; 'fragile' power grid returns to life https://t.co/AOprBPZDH9,Texas,0,5,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1630,2021-02-19 23:47:54+00:00,1362911821481541633,"@JessicaRameyGil @DistFireChief @lydiadaye @MSNBC How much and how did Cruz vote on improving infrastructure? How did he vote on environmental issues, all those that Trump reversed?
How flat is the earth in Texas? In the real frigid north, turbines keep turning, pipes aren't frozen. They aren""t boiling snow.",Texas,207,212,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1631,2021-02-19 23:47:54+00:00,1362911821326397445,@designsbycary Doing good except couldn't work all week. Hope you get water back soon! Stay strong Texas families 🤗,Texas,99,104,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1632,2021-02-19 23:47:54+00:00,1362911820521107461,Damn I thought Texas was gone bounce back and have hot weather again like nothing happened but them niggas are really still going through it. Wtf is the world coming to????? 😭,Texas,15,20,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1633,2021-02-19 23:47:54+00:00,1362911819413606400,"【32】HP55→49／食料44→42

ショットガン（【戦闘】で受けるダメージ常に－３。最低１点は受ける）
安全靴（【探索】で減少する食糧が本来より１点少なくなる。最低１）

クリアフラグＢ",）,86,87,JPN,0.24821266531944275,,,,,,,,
1634,2021-02-19 23:47:52+00:00,1362911814456115204,@people Biden should have said something about there being a lot of ground between D.C. and Texas and then loaded paper towels on the power trucks.,D.C.,83,87,USA,0.2891566753387451,,,,,,,,
1635,2021-02-19 23:47:52+00:00,1362911814456115204,@people Biden should have said something about there being a lot of ground between D.C. and Texas and then loaded paper towels on the power trucks.,Texas,92,97,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1636,2021-02-19 23:47:52+00:00,1362911812388147201,"@Flroach Nuclear is intrinsically the most resilient to cold weather

Requires the least “winterizing” to harden

Very evident in its performance despite the outage, compared to all other sources in Texas

Also evident in historical perf of nucs during polar vortexs north

Dropped Ball https://t.co/VHheozi09E",Texas,199,204,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1637,2021-02-19 23:47:52+00:00,1362911811515928580,Water distribution events for North Texas https://t.co/Jg4VfXc9gf,North Texas,30,41,USA,0.9637409448623657,Texas,33.04345,-96.8375,USA,4680730,Childrens Presbyterian Health Center of North Texas Heliport,S,AIRH
1638,2021-02-19 23:47:52+00:00,1362911811272638464,@spacevvives and we got like 5 minutes of them together but still their power 😌😌😌,😌😌😌,78,81,,0.0,,,,,,,,
1639,2021-02-19 23:47:50+00:00,1362911805924929543,"Even the youngest member of the family can enjoy the power of Sambucol® Black Elderberry with Sambucol® Infant Drops, now available at Walmart! #SambucolPartner #ad https://t.co/PuUdTyMkdb",Black Elderberry,72,88,CHL,0.24821266531944275,,,,,,,,
1640,2021-02-19 23:47:50+00:00,1362911802342932481,Abbott appointees made 'astonishing' cuts to power reliability team before deadly Texas storm https://t.co/vR0Y4LF7Mz via @houstonchron,Texas,82,87,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1641,2021-02-19 23:47:48+00:00,1362911794206035977,Cruz Isnt the only Texan froze out with no water whats the matter with you I hope you don't have kids and make them suffer for kudos from political peeps His kids come first he already took care of what needed to fir Texas https://t.co/FuWw3CTubF,Texas,217,222,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1642,2021-02-19 23:47:47+00:00,1362911792582651904,After Uttarakhand flash flood SDRF installs early warning water-level sensor at Raini village https://t.co/E5zSb42XKZ,Uttarakhand,6,17,IND,0.9048774242401123,Uttarakhand,30.25,79.25,IND,1444366,State of Uttarakhand,A,ADM1
1643,2021-02-19 23:47:47+00:00,1362911792582651904,After Uttarakhand flash flood SDRF installs early warning water-level sensor at Raini village https://t.co/E5zSb42XKZ,Raini ,80,86,,0.0,,,,,,,,
1644,2021-02-19 23:47:47+00:00,1362911791798394881,"THIS WAS THE WORST WINTER STORM OF ALL TIME! | Dallas, Tx | Pappy G https://t.co/L4cbTJSWwj via @YouTube",Dallas,47,53,USA,0.9571880102157593,Texas,32.76663,-96.77787,USA,4684904,Dallas County,A,ADM2
1645,2021-02-19 23:47:47+00:00,1362911791798394881,"THIS WAS THE WORST WINTER STORM OF ALL TIME! | Dallas, Tx | Pappy G https://t.co/L4cbTJSWwj via @YouTube",Tx | Pappy G https://t.co/L4cbTJSWwj,55,91,USA,0.24821266531944275,,,,,,,,
1646,2021-02-19 23:47:47+00:00,1362911790011731968,@mattkaroly Yeah well good luck against Taysom and Tom😒😒 TAKE JUSTIN FIELDS and let Matty Ice show him the ropes!!!!,Taysom,40,46,KOR,0.5714737176895142,,,,,,,,
1647,2021-02-19 23:47:45+00:00,1362911784022196226,Hope the pretty women in Texas that respond to DMs are doing ok. The rest of you heauxs can freeze,Texas,25,30,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1648,2021-02-19 23:47:45+00:00,1362911783787315202,"If @Booker4KY chooses to run against Rand Paul next year, all power to him. I just know he will have to put some distance between him and Bernie/AOC’s ideological approach. Rural whites outside Louisville/Lexington vote mostly by social conservatism/coal.",Louisville,194,204,USA,0.9571880102157593,Kentucky,38.25424,-85.75941,USA,4299276,Louisville,P,PPLA2
1649,2021-02-19 23:47:45+00:00,1362911783787315202,"If @Booker4KY chooses to run against Rand Paul next year, all power to him. I just know he will have to put some distance between him and Bernie/AOC’s ideological approach. Rural whites outside Louisville/Lexington vote mostly by social conservatism/coal.",Lexington,205,214,USA,0.9571880102157593,South Carolina,33.90233,-81.27219,USA,4585002,Lexington County,A,ADM2
1650,2021-02-19 23:47:45+00:00,1362911782105473037,"Texas lacked the tools, resources and systems to save an 11-year-old child from the cold weather this week. https://t.co/S3tjaPtU5y",Texas,0,5,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1651,2021-02-19 23:47:44+00:00,1362911780750655491,@WardQNormal @JasonMillerinDC Have you ever thought about this winter storm coming in once in a blue moon? How many storms of this nature have you heard happening in TX? I will wait.,TX,166,168,USA,0.9637409448623657,Texas,32.4512,-100.3927,USA,9847837,Hampton Inn - Sweetwater. Tx,S,HTL
1652,2021-02-19 23:47:44+00:00,1362911780431949826,"Hey Mother Nature, remember a couple months ago when I said “I kinda miss when Long Island used to get a ton of snow each winter”? 

I TAKE IT BACK.",Long Island,79,90,BHS,0.8799221515655518,Long Island,23.21667,-75.11167,BHS,3572005,Long Island,A,ADM1
1653,2021-02-19 23:47:43+00:00,1362911776644464643,One night in Cancun: Ted Cruz’s disastrous decision to go on vacation during Texas storm crisis https://t.co/mlCBhl14M1,Cancun,13,19,MEX,0.9424436092376709,Quintana Roo,21.17429,-86.84656,MEX,3531673,Cancún,P,PPL
1654,2021-02-19 23:47:43+00:00,1362911776644464643,One night in Cancun: Ted Cruz’s disastrous decision to go on vacation during Texas storm crisis https://t.co/mlCBhl14M1,Texas,77,82,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1655,2021-02-19 23:47:43+00:00,1362911775222554630,"No place in the United States such as Texas should be fighting what they are now..no electricity, no water,no food....we are not a third world",United States,16,29,VIR,0.8137965798377991,NA,18.34829,-64.98348,VIR,4796775,Virgin Islands of the United States,A,PCLD
1656,2021-02-19 23:47:43+00:00,1362911775222554630,"No place in the United States such as Texas should be fighting what they are now..no electricity, no water,no food....we are not a third world",Texas,38,43,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1657,2021-02-19 23:47:42+00:00,1362911772252995586,"@melvin_ice @NanaKus07889939 @Critika67199255 @ameyaw112 U Don’t know nothing man, stop showing ignorance. All the richest in Ghana 🇬🇭 are measured in dollars 💵, sleep wae",Ghana,126,131,GHA,0.9516947865486145,NA,8.1,-1.2,GHA,2300660,Republic of Ghana,A,PCLI
1658,2021-02-19 23:47:42+00:00,1362911771485491201,"As someone who lives thousands of  kilometers away from #texas it really pisses me off to see #texans suffering from cold weather and power outages because their state and greedy, selfish politicians didn't do their jobs properly.",texas,57,62,USA,0.9571880102157593,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1659,2021-02-19 23:47:42+00:00,1362911770801819648,"@steel24 @DrETtibmed @cenkuygur @joerogan The storm just exposes the problem. We understand you can't control the weather (except climate change), but the USA has been behind in education, infrastructure, and quality of life for decades.",USA,155,158,USA,0.9516947865486145,Louisiana,29.2605,-89.35478,USA,4319780,Chevron USA Incorporated Seaplane Base,S,AIRP
1660,2021-02-19 23:47:42+00:00,1362911769602105345,"What did @GovAbbott @JohnCornyn @tedcruz know, when did they know it?
ERCOT warned you of the coming storm &amp; Rolling #BlackoutPlan
NO announcements to Texans to prepare for this?
#FailedLeadership 
#CancunCruz 
Texas power grid CEO explains what went wrong https://t.co/M9oosHKYfv",Texas,215,220,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1661,2021-02-19 23:47:42+00:00,1362911768872296450,I’m glad Texas is melting and that our should-be-Senator Beto has helped us out. Good to see food and water being distributed. I can’t help but think about how better off Texas would be if he had the actual powers of a government official #TedFled,Texas,9,14,USA,0.9612489938735962,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1662,2021-02-19 23:47:42+00:00,1362911768872296450,I’m glad Texas is melting and that our should-be-Senator Beto has helped us out. Good to see food and water being distributed. I can’t help but think about how better off Texas would be if he had the actual powers of a government official #TedFled,Texas,171,176,USA,0.9612489938735962,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1663,2021-02-19 23:47:41+00:00,1362911764908822528,No han anunciado fechas tío los de Blizzard iros a la mierda,los de Blizzard,28,43,SLV,0.24821266531944275,,,,,,,,
1664,2021-02-19 23:47:40+00:00,1362911764317229058,"If anyone in that Puget Sound ever wants an accurate weather report, just follow &amp; list to @cliffmassreal ‘s podcast.... he’s always right! #WeatherForecast #SeattleWeather #RealScience https://t.co/zgpvUu8aPp",Puget Sound,18,29,USA,0.9637409448623657,Washington,47.13511,-122.57668,USA,8090756,Veterans Administration Puget Sound Health Care System Emergency Medical Services,S,BLDG
1665,2021-02-19 23:47:40+00:00,1362911763302404100,It gotta stop snowing in nyc I’m tired of seeing dog shit in the snow,nyc,25,28,USA,0.9637409448623657,New York,40.74882,-73.99541,USA,7645793,Holiday Inn Express NYC Madison Square Garden,S,HTL
1666,2021-02-19 23:47:39+00:00,1362911760345419777,Texas power outage is a warning about ‘green energy’ reliance and globalist control | News | LifeSite https://t.co/hlHfIQgEU6,Texas,0,5,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1667,2021-02-19 23:47:38+00:00,1362911754888437760,"@Lojxcbza8QsUU9g 山崎の件かしこまりました。
当方久美just water&gt;濱岸久美新種&gt;過去物の順で希望しているのですが、久美just water引くことは可能でしょうか？久美just water引かせていただけるのであれば田村紅白コンプ崩し可能です。",water引かせていただけるのであれば田村紅白コンプ崩し可能です,108,140,,0.0,,,,,,,,
1668,2021-02-19 23:47:38+00:00,1362911754729123845,"@Sen_JoeManchin No 15 dollar minimum wage, no support for Bidens OMB pick, no on stopping the filibuster, do you want this administration to succeed or just about gaining power. Many in WV, the workers are disappointed on your stance regarding minimum wage. Siding with business not workers.",WV,186,188,USA,0.9571880102157593,West Virginia,38.50038,-80.50009,USA,4826850,West Virginia,A,ADM1
1669,2021-02-19 23:47:38+00:00,1362911753995243526,"Me gusta lo que mostro Blizzard, cauto btw, no preorders, no comprasa de día 1(Aka preorder con modales).

Bueno mentira, a overwatch 2 lo compro apenas activen el botón",cauto,33,38,CUB,0.9528108835220337,Granma,20.55971,-76.91673,CUB,3542167,Río Cauto,P,PPLA2
1670,2021-02-19 23:47:38+00:00,1362911753944899584,"I Love 💕 Writing ✍️ 
@TheUHMethod @SPOFarrell3 @AnyaPavelle @DellOlioMario @ForgottenAstro2 @Blink_Drive @Kellyrei007 @writing_show @davepperlmutter @inspiredbylaban @PikeProse @sevannah_storm
@JazdzewskiTara @hg_rouen @RogueLarson 
#WritingCommunity #BookBoost #CoPromosRT https://t.co/16g8MUnfL1",@RogueLarson,219,231,,0.0,,,,,,,,
1671,2021-02-19 23:47:38+00:00,1362911753567354885,"@byjayroot @DHall20665248 BITTER: residents of TX utterly screwed; 

IMMEDIATE: concerns about lacking heat, water, food, medicine, shelter, work; 

LONGTERM: expensive repairs to burst pipes, electrical fires, no safe water, no sewage processing, gray mold blooms;

#4Q_GOP",TX,47,49,USA,0.9637409448623657,Texas,32.4512,-100.3927,USA,9847837,Hampton Inn - Sweetwater. Tx,S,HTL
1672,2021-02-19 23:47:37+00:00,1362911751956701188,"Restaurants are closed because water is gone.  @louiesdeliarlington is still open, so we’re going to BBQ this snow away. @ Arlington, Tennessee https://t.co/rI5wT16pCP",Arlington,123,132,USA,0.9634982943534851,Texas,32.73569,-97.10807,USA,4671240,Arlington,P,PPL
1673,2021-02-19 23:47:37+00:00,1362911751956701188,"Restaurants are closed because water is gone.  @louiesdeliarlington is still open, so we’re going to BBQ this snow away. @ Arlington, Tennessee https://t.co/rI5wT16pCP",Tennessee,134,143,USA,0.9634982943534851,Tennessee,35.75035,-86.25027,USA,4662168,Tennessee,A,ADM1
1674,2021-02-19 23:47:37+00:00,1362911751076007939,"@bobbycblanchard @Fahrenthold Texas lacked the tools, resources and systems to save an 11-year-old child from the cold weather this week.",Texas,30,35,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1675,2021-02-19 23:47:37+00:00,1362911750652375040,"@nataliereed84 Fair; although, in some places the issue is more about using the land and/or water at all (like with the clearcutting of rainforest in Brazil).",Brazil,150,156,BRA,0.9516947865486145,NA,-10,-55,BRA,3469034,Federative Republic of Brazil,A,PCLI
1676,2021-02-19 23:47:37+00:00,1362911749956112385,"Celebration time, because it's been a rough week! Celebrating: 1) enough water to shower with, 2) my girl scout cookies are finally on their way after the storm stopped mail all week, and 3) I managed to submit my lab's 1st real conference paper in a pandemic/Texas weather mess https://t.co/BX68LFeZ49",Texas,260,265,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1677,2021-02-19 23:47:37+00:00,1362911749217783810,"There’s snow in places where the sun doesn’t hit. And green green in others , that’s Texas in a nut shell 😂",Texas,85,90,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1678,2021-02-19 23:47:36+00:00,1362911747359858693,"Y’all ready to blame Joe Biden for high gas prices, like America’s top oil producing state isn’t frozen without power right now.....y’all shut up 🙄",America,57,64,USA,0.9516947865486145,Wyoming,41.54357,-109.85903,USA,5830444,Little America,P,PPL
1679,2021-02-19 23:47:36+00:00,1362911745891852289,Texas water crisis: 13 million lack drinking water - https://t.co/hZrSAgNoTq,Texas,0,5,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1680,2021-02-19 23:47:36+00:00,1362911745241571333,"Texas deputies pay for hotel room a family couldn't afford amid brutal winter storm

https://t.co/CXHYPtLse3",Texas,0,5,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1681,2021-02-19 23:47:35+00:00,1362911742053871616,"Montana Republicans deploy Texas' deep-freeze blackout as a black eye for renewable energy. But frozen wind turbines weren't the problem — frozen gas pipelines and lack of planning were.

https://t.co/pr7jFug8zn",Montana,0,7,USA,0.9612489938735962,Montana,47.00025,-109.75102,USA,5667009,Montana,A,ADM1
1682,2021-02-19 23:47:35+00:00,1362911742053871616,"Montana Republicans deploy Texas' deep-freeze blackout as a black eye for renewable energy. But frozen wind turbines weren't the problem — frozen gas pipelines and lack of planning were.

https://t.co/pr7jFug8zn",Texas,27,32,USA,0.9612489938735962,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1683,2021-02-19 23:47:35+00:00,1362911741160673281,Yes it’s raining at Daytona. Yes they WILL race in the rain. Yes it will be crazy fun to watch. ⁦@NASCAR_Trucks⁩ on the Daytona roadcourse coming up on FS1 at 7:30ET. ⁦@NASCARONFOX⁩ https://t.co/WKKdZ7Gk3c,Daytona,20,27,USA,0.9571880102157593,Florida,29.21081,-81.02283,USA,4152872,Daytona Beach,P,PPL
1684,2021-02-19 23:47:35+00:00,1362911741160673281,Yes it’s raining at Daytona. Yes they WILL race in the rain. Yes it will be crazy fun to watch. ⁦@NASCAR_Trucks⁩ on the Daytona roadcourse coming up on FS1 at 7:30ET. ⁦@NASCARONFOX⁩ https://t.co/WKKdZ7Gk3c,Daytona,120,127,USA,0.9571880102157593,Florida,29.21081,-81.02283,USA,4152872,Daytona Beach,P,PPL
1685,2021-02-19 23:47:34+00:00,1362911738535026688,"How to help the people of Texas: Where to donate to help those without power, heat and water as extreme cold batters the South https://t.co/TyHY4IQSzp",Texas,26,31,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1686,2021-02-19 23:47:34+00:00,1362911735238316037,"WTH!?!? As Texas deep freeze subsides, some households now face electricity bills as high as $10,000 https://t.co/wnAFOyYGJr via @nbcnews",Texas,11,16,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1687,2021-02-19 23:47:33+00:00,1362911733761929224,"Consider giving to World Central Kitchen. They show up to EVERY disaster. @chefjoseandres and his team feed people when ""leadership"" abandons them. Thank you, too, to the restaurants across Texas that partnered with WCK to feed people with no electricity, heat, and/or water ❤️ https://t.co/RyOxhKWHt8",Texas,190,195,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1688,2021-02-19 23:47:33+00:00,1362911732226662400,NWSBinghamton: Here is an updated snowfall map for the lake effect snow we are expecting tonight into tomorrow. Heaviest accumulations are currently expected to be southwest of Syracuse. https://t.co/iTz6KUneP9 https://t.co/jLDmSmYZxx,Syracuse,177,185,USA,0.9571880102157593,New York,43.04812,-76.14742,USA,5140405,Syracuse,P,PPLA2
1689,2021-02-19 23:47:31+00:00,1362911725012488196,"@BrianBledsoe Crazy windy in Westcliffe, blowing drifting snow..warm but you do not want to go outside because of the wind..",Westcliffe,29,39,USA,0.8799221515655518,Colorado,38.13472,-105.46584,USA,5443889,Westcliffe,P,PPLA2
1690,2021-02-19 23:47:31+00:00,1362911724194721797,"A Dixon woman was injured Thursday evening when the vehicle she was traveling in struck a patch of ice and struck a guardrail on Highway 17 in Miller County at Livingston Road. 

https://t.co/ceBQ2K2BAI",Miller,143,149,USA,0.9637409448623657,South Dakota,44.51831,-98.98843,USA,5229751,Miller,P,PPLA2
1691,2021-02-19 23:47:31+00:00,1362911724194721797,"A Dixon woman was injured Thursday evening when the vehicle she was traveling in struck a patch of ice and struck a guardrail on Highway 17 in Miller County at Livingston Road. 

https://t.co/ceBQ2K2BAI",Livingston Road,160,175,USA,0.24821266531944275,,,,,,,,
1692,2021-02-19 23:47:31+00:00,1362911723355742210,"@davidmweissman Most of ATX has power but no water. Should be on by Monday?! We've had hospitals w/out water or heat, dialysis centers closed, &amp; millions home in various states of emergency.

Thx to all who have supported TX with donations, calls, &amp; caring! 

1/2 https://t.co/RRfwWmmoLY",TX,226,228,USA,0.9637409448623657,Texas,32.4512,-100.3927,USA,9847837,Hampton Inn - Sweetwater. Tx,S,HTL
1693,2021-02-19 23:47:29+00:00,1362911717848719361,"States are increasingly going to wind and solar power due to massive Federal subsidies that make the least reliable sources the most economically attractive to power companies. As always, when the Federal government gets involved, disasters follow. The fault lies in Washington DC https://t.co/1z9MwTpyPv",Washington DC,267,280,USA,0.9637409448623657,"Washington, D.C.",38.9064,-77.0339,USA,9949527,Homewood Suites Washington Dc - Downtown,S,HTL
1694,2021-02-19 23:47:28+00:00,1362911710584074240,"I've been lucky in the Texas storm this week but there's a reason I'm getting fucking hammered right now because I've been so stressed over the past few days... I hope everyone is doing well right now. Also, P L E A SE reach out to me here if you need someone to talk to.",Texas,23,28,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1695,2021-02-19 23:47:27+00:00,1362911709007024132,Sen. Ted Cruz under fire for vacation amid Texas storm | WNT https://t.co/LMmfWT7wlt via @YouTube #CancunCruz #CantFixStupid,Texas,43,48,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1696,2021-02-19 23:47:27+00:00,1362911707320975361,"#bcstorm 3:47p RAINFALL WARNING ISSUED

Rain, at times heavy, is expected.

A strong frontal system is forming Offshore &amp; will hit the North &amp; Central Coast on Saturday evening. 

This stationary frontal system is expected to bring upwards of 120 to...

https://t.co/Hf46hmd6Co",Coast,159,164,AUS,0.28868943452835083,,,,,,,,
1697,2021-02-19 23:47:26+00:00,1362911703458066432,"no,no because I'm actually devastated over seungwoo and snow...😭

 https://t.co/t2slbiVHfU",seungwoo,43,51,KOR,0.9528108835220337,Gyeonggi-do,37.34333,127.17361,KOR,6572798,Neungwon-chodeunghakgyo,S,SCH
1698,2021-02-19 23:47:24+00:00,1362911696956715008,"https://t.co/dT2CnIQxVg
I am a proud Canadian fyi.
When myself and others discuss the crisis in #Texas we are sad that their citizens are needlessly suffering and or dying. 
#TexasDeepFreeze 
Oh. Our wind Turbines don't freeze up and stop.",Texas,97,102,USA,0.9489046931266785,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1699,2021-02-19 23:47:24+00:00,1362911694268338177,@MileHigh_Nick @MileHighChubb @JacobThaGoat @Goaty_Szn It’s a change of power now. Look at what the Vikings did with safeties in Minnesota. Expect the same in Denver. With a defensive minded coach who loves good safeties.,Vikings,100,107,GBR,0.8529636859893799,England,52.45066,0.98109,GBR,6286707,Vikings Mound,S,CSTL
1700,2021-02-19 23:47:24+00:00,1362911694268338177,@MileHigh_Nick @MileHighChubb @JacobThaGoat @Goaty_Szn It’s a change of power now. Look at what the Vikings did with safeties in Minnesota. Expect the same in Denver. With a defensive minded coach who loves good safeties.,Minnesota,129,138,USA,0.9516947865486145,Minnesota,46.25024,-94.25055,USA,5037779,Minnesota,A,ADM1
1701,2021-02-19 23:47:24+00:00,1362911694268338177,@MileHigh_Nick @MileHighChubb @JacobThaGoat @Goaty_Szn It’s a change of power now. Look at what the Vikings did with safeties in Minnesota. Expect the same in Denver. With a defensive minded coach who loves good safeties.,Denver,159,165,USA,0.9634982943534851,Colorado,39.73915,-104.9847,USA,5419384,Denver,P,PPLA
1702,2021-02-19 23:47:23+00:00,1362911691827126273,"Of course the one time I order $400 worth of shit *and* pay for next day shipping, my package gets delayed... in Texas. I know water &amp; electricity are in short supply there but last time I checked, @FedEx trucks don’t need either of those things to get my package to me.",Texas,113,118,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1703,2021-02-19 23:47:22+00:00,1362911688597635072,We see ice in the summertime boi if y’all don’t kiss our ass 🤣👌,y’,36,38,GBR,0.5339667797088623,,,,,,,,
1704,2021-02-19 23:47:22+00:00,1362911686580195329,"@EmilyNeves That’s good! I’ve heard the water in texas has lead or something though, or it’s only safe to drink bottled / boiled water. Otherwise, I hope you stay safe and are doing well during all this!",texas,49,54,USA,0.9571880102157593,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1705,2021-02-19 23:47:22+00:00,1362911685980262400,"@scottlistfield Thanks man. The winter part i could have dealt with, but the crumbling Austin/TX infrastructure, not so much. I fared ok, but still don't have water fully restored.  It's been a real struggle, but they're saying now, that water should be restored within 48 hours. So there's hope.",Austin,87,93,USA,0.9571880102157593,Texas,30.26715,-97.74306,USA,4671654,Austin,P,PPLA
1706,2021-02-19 23:47:22+00:00,1362911685980262400,"@scottlistfield Thanks man. The winter part i could have dealt with, but the crumbling Austin/TX infrastructure, not so much. I fared ok, but still don't have water fully restored.  It's been a real struggle, but they're saying now, that water should be restored within 48 hours. So there's hope.",TX,94,96,USA,0.9637409448623657,Texas,32.4512,-100.3927,USA,9847837,Hampton Inn - Sweetwater. Tx,S,HTL
1707,2021-02-19 23:47:21+00:00,1362911684260728833,Just when I thought I was heading out for dwinks... Miami weather said AHT AHT AHT where you going?! https://t.co/yMEKp014Pr,Miami,52,57,USA,0.9571880102157593,Florida,25.77427,-80.19366,USA,4164138,Miami,P,PPLA2
1708,2021-02-19 23:47:20+00:00,1362911677616975880,"""Senior citizen went through hell.'' ERCOT, Texas' power grid operator, faces first lawsuits blaming it for catastrophic blackouts in test of its sovereign immunity claims | https://t.co/YcSaFNGXRr @dallasnews https://t.co/ZBhIEn7k71",Texas,44,49,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1709,2021-02-19 23:47:19+00:00,1362911676153102339,"@ikigaiimark ""We attempted to recreate thicc water"" I was born on the day Mark first wanted the Del Monte sponsorship wow, what an honor 🥺",Del Monte,96,105,PHL,0.28365933895111084,,,,,,,,
1710,2021-02-19 23:47:19+00:00,1362911675817611264,This Texas winter disaster made me consider what id do if we lost power for a few days during a cold snap. I think we could hold out for a week but it wouldn't be great.,Texas,5,10,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
1711,2021-02-19 23:47:19+00:00,1362911672936005633,Rep. Alexandria Ocasio-Cortez is Houston-bound with $2 million to help Texans after winter storm. She cares for for us than boot licking Ted Cruz! https://t.co/mD3rIWatDO,Houston,33,40,USA,0.9571880102157593,Texas,29.76328,-95.36327,USA,4699066,Houston,P,PPLA2
1712,2021-02-19 23:47:18+00:00,1362911671921086466,"Eu odeio a blizzard, mataram oficialmente o ow1 mas eu to chorando com o potencial do ow2",mataram oficialmente o,21,43,SLV,0.24821266531944275,,,,,,,,
1713,2021-02-19 23:47:18+00:00,1362911669194809348,"One more night of freezing temps with a hard freeze in the Lakes Area with a light freeze if forecast for the Triangle.  A slow warming trend is forecast through the weekend in SE Texas.  Could be near 70 by Wednesday.  #12NewsNowWeather
https://t.co/dE7HWlZE8Y https://t.co/EMabVFAaYd",Lakes,59,64,USA,0.9516947865486145,Alaska,61.60713,-149.30861,USA,7262905,Lakes,P,PPL
